79_T3_a6Bppd	941.7903136664044	756.8381393671048	785.1776997059821
79_T3_a6Bppp	956.6453992042688	739.0025282805752	783.5630871582645
79_T3_a6Bpdp	923.464218982692	760.294479155479	775.7119006777548
79_T3_a6Bpdd	900.9300700629733	779.627432323155	777.3788287880293
79_T3_a6Bddp	856.2296390972109	815.3923226729731	781.9562538797096
79_T3_a6Bddd	845.0860607758443	786.0831726209251	785.8786513306402
79_T3_a6Bdpd	863.0988756730326	799.8512496375579	770.746889862325
79_T3_a6Bdpp	881.9298017208856	788.6952054530934	774.5261405972178
79_T3_a6Tddd	781.4593629504708	772.8742467346871	821.2174671814419
79_T3_a6Tddp	801.3273076190054	764.6637658835791	822.8399696084238
79_T3_a6Tdpd	825.6181572716397	766.7106927393426	827.992125333582
79_T3_a6Tdpp	844.9200742074285	769.9746368213391	825.4141920414315
79_T3_a6Tpdp	873.347065474922	796.2829596336258	810.9815922668679
79_T3_a6Tpdd	859.5580447247154	784.8190075097939	819.7645050179035
79_T3_a6Tppd	891.2633406714201	792.7251269982369	814.3431939266686
79_T3_a6Tppp	907.4100626241266	783.6661379524269	804.6075222059394
79_T3_b6pPd	963.2999320378442	667.461205673838	713.4588136229828
79_T3_b6pPp	979.3827698885624	652.0029766364295	712.1625622978564
79_T3_b6pAd	968.5422097453502	692.7697367838363	720.9480006500082
79_T3_b6pAp	995.4482746677284	681.6834136427748	723.8135549335213
41_T2_b3PAp	1011.5005825497618	926.3440915664546	757.8266515955133
41_T2_b3PAd	989.7990749057591	944.6990107166281	769.0125977523161
88_T2_c7ddd	979.240441259199	869.5433980694369	862.6756781289848
88_T2_c7ddp	991.4230441620405	862.3483310093861	851.7105867671925
88_T2_c7dpp	1024.21869899297	847.30397100704	831.9623149597322
88_T2_c7dpd	1008.1598133483157	856.4977961503807	841.4711716771164
88_T2_d7Add	974.4823865850492	804.4338037266357	876.0799875022325
88_T2_d7App	996.5617322037307	803.7988714822563	844.421965630058
88_T2_d7Apd	990.7865853492328	810.9405241458512	863.830987081884
88_T2_d7Pdp	978.8880941566179	770.3586813332311	837.5875519237316
88_T2_d7Pdd	957.4802955078376	791.8932943688816	827.0391660783063
88_T2_d7Pppp	996.6955833061093	746.3658959676443	826.9485121154135
88_T2_d7Pppd	992.3315103810702	767.895194047881	856.7169988248297
88_T2_d7Ppdp	992.7508247897624	728.5895109682044	847.5217790676367
88_T2_d7Ppdd	974.4101353962322	738.9485067626957	871.2876020742741
69_T3_a5Adpd	702.1036673908072	803.390877469674	765.9354271182473
69_T3_a5Adpp	715.8314868029186	788.5817276525943	789.9118977443604
69_T3_a5Addd	662.6574658282328	808.1109925694826	770.466426313683
69_T3_a5Addp	682.7738854235124	816.608691531279	758.712703518013
69_T3_a5Apdp	735.3698999897596	791.7976943128416	789.4207741960706
69_T3_a5Apdd	725.516583068719	775.4180014447172	812.6015224448088
69_T3_a5Appd	745.2436973237825	781.4153588028619	810.7823684578138
69_T3_a5Appp	759.3139676666823	780.2866280039527	820.9421605527389
69_T3_a5Ppd	776.62121407265	790.338996699163	795.5992601925255
