"cell","x1","y1","z1","Xnorm","Ynorm","Znorm"
"x_01639",8.00686,5.78282,9.58879,0.183095045586308,-0.365748724306204,0.137846141360665
"x_01640",10.6294,5.21716,11.8024,0.243978721813133,-0.378880825358796,0.189236287757846
"x_01641",-2.04393,-6.99294,5.91415,-0.05023944852391,-0.662344862169353,0.0525373979248585
"x_01642",7.84519,-5.89596,-7.13129,0.179341789607146,-0.636877881628616,-0.250319506143897
"x_01643",-18.5664,2.31772,14.7969,-0.433817473624549,-0.446192883973386,0.258755215385729
"x_01644",9.42222,5.66866,-6.61078,0.2159533890184,-0.368399010089473,-0.238235586618236
"x_01645",-4.58415,7.67071,-2.13934,-0.109212021687677,-0.321920342847061,-0.134428702746999
"x_01646",8.33535,-5.95821,10.5541,0.190721117563761,-0.638323048850134,0.160256332053092
"x_01647",11.8475,2.72807,-10.8769,0.272257568279496,-0.436666388080214,-0.337275856289922
"x_01648",12.4626,2.83465,-7.03029,0.286537445515733,-0.434192076072674,-0.247974736836695
"x_01649",-1.99283,-7.96828,0.32221,-0.049053134547692,-0.684987904704861,-0.0772824959337031
"x_01650",19.0372,-0.848995,0.846392,0.439170319645731,-0.519709875425425,-0.0651133289536267
"x_01651",2.87366,-5.83909,11.2328,0.0639250474899822,-0.635557613999898,0.176012717486735
"x_01652",4.28219,7.21503,3.43926,0.0966248287996171,-0.33249919906395,-0.00491850416128971
"x_01653",13.8278,3.47601,-2.37391,0.31823129757704,-0.419302558816565,-0.139874371424131
"x_01654",-8.69708,-5.96341,1.07553,-0.204695903139855,-0.638443769646149,-0.0597937670772541
"x_01655",9.86906,6.0109,5.40333,0.226327019882065,-0.360453724468712,0.0406784369594636
"x_01656",17.0969,0.861524,17.9426,0.394125211855989,-0.479999257102794,0.331784332313106
"x_01657",3.78226,7.9155,-5.35742,0.0850186850397215,-0.316237411374685,-0.209138160292745
"x_01658",13.7502,-2.51354,-3.6262,0.316429771851903,-0.558353182618063,-0.168946957124289
"x_01659",-3.99278,-7.48827,2.1936,-0.0954830491609443,-0.673844214455851,-0.0338371708465288
"x_01660",-1.09803,-4.40071,14.9057,-0.0282798714181446,-0.602164848890065,0.261281065886952
"x_01661",2.07036,5.95775,9.83916,0.0452760060595336,-0.361687630297205,0.14365861553338
"x_01662",1.25869,-7.38657,-13.6451,0.0264326505785774,-0.671483194272263,-0.401541107737411
"x_01663",14.686,1.55165,-3.87935,0.338154872026948,-0.463977610935447,-0.174823970491795
"x_01664",-10.8242,-4.91028,13.7479,-0.254078137681789,-0.613994790433341,0.234402116343602
"x_01665",-14.602,-4.74244,9.46939,-0.341781795986219,-0.610098294586601,0.135074206159874
"x_01666",-11.3353,-3.08665,-9.7257,-0.265943598997739,-0.571658239426483,-0.310550129295359
"x_01667",8.66298,-4.22582,-14.187,0.198327224178796,-0.598104683502575,-0.414121607614369
"x_01668",-3.88346,-7.58013,1.87919,-0.0929451265801194,-0.67597679374852,-0.0411363680532353
"x_01669",18.2483,-2.88523,3.40392,0.420855581958091,-0.566982165823943,-0.00573894126343343
"x_01670",-4.7274,7.1878,-8.72558,-0.112537647462496,-0.333131358155386,-0.287331805735767
"x_01671",7.38728,-6.61785,6.58975,0.168711162741198,-0.653636946135309,0.0682218151916468
"x_01672",7.26432,6.7165,-7.57078,0.165856580226212,-0.344072841071072,-0.260522502805502
"x_01673",-12.9963,0.808332,-5.97231,-0.304504607109248,-0.48123413798387,-0.223413162266066
"x_01674",-19.6347,2.18222,12.9634,-0.458618632544191,-0.449338589331068,0.21618952702182
"x_01675",3.11282,-7.94221,-1.71139,0.0694772754851348,-0.68438267563715,-0.124493613390395
"x_01676",6.04908,3.83429,19.2511,0.137644130197657,-0.410984895971176,0.362161863387103
"x_01677",3.75696,-7.73054,-8.86613,0.0844313319360363,-0.679468642773235,-0.290594749558809
"x_01678",2.14665,-0.609808,23.081,0.0470471194302904,-0.514157020610754,0.451075051205446
"x_01679",8.38808,5.98933,7.27739,0.191945272866422,-0.360954483616795,0.0841857475322838
"x_01680",-13.1119,-4.92317,5.89554,-0.307188323266798,-0.614294038714231,0.0521053567683533
"x_01681",13.5706,4.68402,13.2473,0.312260261281869,-0.391257957125545,0.22278041817345
"x_01682",3.47783,8.0468,-1.02372,0.0779511788992118,-0.313189211275322,-0.108528984583627
"x_01683",5.24274,4.63404,16.143,0.118924513532615,-0.392418269699545,0.29000565067706
"x_01684",8.55883,1.92694,21.8703,0.195909325927855,-0.455265051793865,0.422967999718027
"x_01685",-8.0504,-6.15111,-2.53802,-0.189682879223208,-0.642801326071513,-0.143684273315269
"x_01686",2.3377,6.90929,5.60246,0.0514824479069333,-0.33959711755884,0.0453013469806826
"x_01687",-3.34742,-5.2213,12.6227,-0.0805006697540549,-0.621215286967261,0.208279993329111
"x_01688",-11.1851,5.77791,3.64954,-0.26245662523594,-0.365862712596286,-3.67408947706815e-05
"x_01689",-0.0351514,8.23055,0.871788,-0.00360457321456292,-0.308923356223854,-0.0645237471583228
"x_01690",-6.06343,5.91411,-13.2171,-0.143554302289238,-0.362700756362218,-0.391604857603922
"x_01691",-6.6625,5.99389,11.9544,-0.157462034456223,-0.360848620764906,0.192765049487496
"x_01692",-12.1688,-3.40728,18.0898,-0.285293749666579,-0.579101837277653,0.33520165946182
"x_01693",-8.47584,5.98351,-3.83706,-0.199559697580198,-0.36108959804618,-0.173842185402671
"x_01694",15.4498,-3.3474,0.746724,0.355886899718442,-0.577711690880472,-0.0674271751646188
"x_01695",4.9426,6.43333,-13.9153,0.111956602048817,-0.350646784880185,-0.407813946022619
"x_01696",-5.5259,-6.27712,8.71135,-0.131075254312008,-0.645726715976469,0.117475899965504
"x_01697",-4.70754,5.89988,-15.0053,-0.112076586883871,-0.363031113463619,-0.433118882110243
"x_01698",6.22017,5.79077,10.6807,0.141616076541906,-0.365564160781528,0.163195419125288
"x_01699",3.58665,7.76121,-9.75439,0.0804774937111891,-0.319819336685657,-0.311216183071831
"x_01700",13.9484,-4.1643,13.9689,0.321031091423066,-0.596676463623574,0.239532750174212
"x_01701",5.95046,7.17705,-3.62733,0.135354613870169,-0.333380925185608,-0.168973190681884
"x_01702",10.7302,5.10705,12.644,0.246318848012796,-0.3814370882144,0.208774484282016
"x_01703",0.074289,-5.36199,11.8424,-0.00106385548299954,-0.624481480965581,0.190164909265649
"x_01704",0.944517,7.02304,5.5671,0.0191389554543046,-0.336956350146026,0.044480445567785
"x_01705",2.01726,8.5486,-1.76485,0.0440432610079255,-0.301539654459937,-0.125734716035573
"x_01706",0.683992,8.44937,-6.87491,0.0130907274962968,-0.303843332265419,-0.244367506589635
"x_01707",-15.3998,4.17841,4.11492,-0.360303151959345,-0.402995965139549,0.0107673060377603
"x_01708",5.023,-7.03765,6.4247,0.113823131279501,-0.663382828859699,0.0643900906950757
"x_01709",-10.7359,-3.72118,-10.9778,-0.252028205703315,-0.586389194560135,-0.339618304043355
"x_01710",7.4824,-6.03229,-7.39915,0.170919424686752,-0.640042855882585,-0.256538020070898
"x_01711",7.06871,5.73112,11.0146,0.16131538889768,-0.366948967605039,0.170947087161671
"x_01712",6.43931,-4.3608,15.8428,0.146703529472403,-0.601238316780655,0.283036346261001
"x_01713",18.1366,2.33035,15.5613,0.418262406397552,-0.445899671732297,0.276501172399839
"x_01714",5.11136,-6.1814,10.6863,0.115874456190237,-0.643504524708297,0.16332542613638
"x_01715",3.09447,8.12992,-4.23656,0.0690512703684303,-0.311259535782108,-0.183116792711851
"x_01716",-2.23771,-8.66457,-8.14197,-0.0547381554184603,-0.70115265144656,-0.273782985781549
"x_01717",-12.3505,4.61382,14.7089,-0.289512012865773,-0.392887687871739,0.256712248068563
"x_01718",-1.21249,-8.80377,-9.54093,-0.0309371218627222,-0.704384254293714,-0.306260594395442
"x_01719",-18.2993,-3.52596,8.51706,-0.427616603506196,-0.581857057291304,0.112965353146729
"x_01720",5.89481,-3.7427,17.5238,0.134062669197439,-0.586888792931333,0.322061665126411
"x_01721",-5.23109,7.2201,4.14274,-0.124231081644125,-0.332381496287836,0.0114131622964371
"x_01722",1.69168,6.9987,-14.3327,0.0364847462451651,-0.337521416333524,-0.41750411145654
"x_01723",-6.07149,-7.29838,-4.63514,-0.14374141952306,-0.669435816002934,-0.192370041726351
"x_01724",4.91942,-6.99936,-9.7037,0.111418465885046,-0.662493905921355,-0.310039387466068
"x_01725",-0.733339,8.37357,-2.75296,-0.0198133737605924,-0.305603070022705,-0.148674220987447
"x_01726",-16.7839,4.31571,7.67613,-0.39243577768309,-0.399808471814016,0.0934427110328154
"x_01727",-18.8871,-1.5761,15.5025,-0.441262696563358,-0.536590008961198,0.275136098783369
"x_01728",-7.1369,-6.49102,5.33049,-0.168475485538763,-0.650692519489444,0.0389874171937548
"x_01729",12.2572,-4.00156,16.2685,0.281768974073166,-0.592898367019078,0.292919200657792
"x_01730",7.0439,-4.60853,15.3937,0.160739411407465,-0.606989501933854,0.272610248282146
"x_01731",1.88862,-4.16344,15.8638,0.0410568142388319,-0.596656498261156,0.283523872552597
"x_01732",-2.95255,7.29823,4.84639,-0.0713335503844031,-0.33056766632772,0.0277487753955721
"x_01733",6.67257,6.96821,1.53696,0.152118785795155,-0.338229258077846,-0.0490814215186186
"x_01734",2.64792,-5.01193,13.5586,0.0586843720106974,-0.616354649840045,0.230007415057925
"x_01735",12.6673,5.37947,4.61725,0.291289666081913,-0.37511271143551,0.0224291670881241
"x_01736",-9.59408,-4.61466,-11.3268,-0.225520240452332,-0.607131813179925,-0.347720526698934
"x_01737",7.06599,6.45855,5.36996,0.161252242635149,-0.350061289019515,0.0399037344665791
"x_01738",-9.16639,3.64309,19.9568,-0.215591187135528,-0.415423706778473,0.378545068338513
"x_01739",-2.23745,6.3383,10.3939,-0.0547321193786596,-0.352852957427347,0.156537202914342
"x_01740",-6.61687,-6.08891,9.23664,-0.156402709471197,-0.64135731962688,0.129670789761347
"x_01741",-1.6483,-5.66934,11.1482,-0.04105468534561,-0.63161677647616,0.174048682997732
"x_01742",-17.1378,3.94928,5.5047,-0.400651756473374,-0.40831534129162,0.0430317960156127
"x_01743",-4.01387,7.5214,2.18189,-0.0959726648509333,-0.325386654780311,-0.0341090247929381
"x_01744",-19.7159,2.37684,12.1425,-0.460503734205031,-0.444820381384853,0.197131892127939
"x_01745",8.3091,5.23352,13.4845,0.190111709699266,-0.378501019162105,0.228287143714721
"x_01746",17.5502,-2.26512,15.7391,0.404648815093164,-0.552585978743854,0.280628895002022
"x_01747",2.04822,-5.90418,10.9646,0.0447620140549648,-0.63706871334847,0.169786310276917
"x_01748",11.8923,4.45972,-3.18443,0.273297624368235,-0.396465202230549,-0.158691029036738
"x_01749",-1.41252,-7.9344,-12.9318,-0.0355809258678667,-0.684201362287752,-0.384981464699519
"x_01750",7.37762,4.6054,16.367,0.168486900647063,-0.393083162699131,0.295205931120756
"x_01751",10.39,-2.0366,20.8526,0.238420922088934,-0.547280764069777,0.399341547005755
"x_01752",-0.355045,5.60281,11.6258,-0.0110310751437741,-0.369927753246693,0.185136423800897
"x_01753",1.53281,6.78471,6.58404,0.0327964937715495,-0.342489309244891,0.068089254471408
"x_01754",3.97512,-6.10307,-14.5691,0.0894960336395924,-0.641686051640642,-0.422992264567654
"x_01755",-3.13584,6.41881,10.3071,-0.0755887262885323,-0.350983874487517,0.15452209424241
"x_01756",-16.7498,2.81133,16.1708,-0.391644127847688,-0.434733462411723,0.290651042624983
"x_01757",-20.1507,0.102479,13.9962,-0.470597849994846,-0.497620894912547,0.240166534353287
"x_01758",11.9283,0.646441,21.5847,0.274133383725258,-0.484992524596862,0.416337642152315
"x_01759",3.15668,-5.65283,11.7418,0.0704955089684405,-0.631233487948814,0.187829426173525
"x_01760",-7.98877,-4.77064,14.96,-0.188252105635061,-0.610752972749602,0.262541669583794
"x_01761",-14.357,-1.33175,-2.27757,-0.336093989250928,-0.530917292325408,-0.137637786522588
"x_01762",4.52164,-6.07926,-14.2857,0.102183789300701,-0.641133289688122,-0.416412981184872
"x_01763",17.4668,3.2817,1.94734,0.402712639249395,-0.423813569946094,-0.0395542291593164
"x_01764",11.3284,-2.32927,-13.0991,0.260206382661986,-0.554075255486992,-0.388865424155904
"x_01765",6.20349,-6.8931,6.1149,0.141228841373152,-0.660027022885877,0.0571979171171435
"x_01766",6.26133,4.9286,15.0491,0.142571628073435,-0.385579900916085,0.264610173992425
"x_01767",-4.71233,-6.37186,8.49662,-0.112187789309431,-0.6479261560177,0.112490827556242
"x_01768",9.75157,-1.91715,21.2557,0.223599426358271,-0.544507668092101,0.408699730250637
"x_01769",-4.21155,-7.83753,-2.70624,-0.100561912342494,-0.681952473151231,-0.147589591066334
"x_01770",-1.97893,8.16462,-2.16841,-0.0487304385737305,-0.310453956624089,-0.135103578427795
"x_01771",20.2575,-0.683779,13.3688,0.467500240295023,-0.515874297149596,0.225601106003401
"x_01772",-0.0337571,-5.05454,12.7552,-0.00357220379035469,-0.617343863901232,0.211356052073707
"x_01773",7.27517,4.20459,17.666,0.166108468810203,-0.402388182362692,0.32536291458665
"x_01774",13.8319,-0.224325,-6.08871,0.31832648128159,-0.505207825493446,-0.226115450853772
"x_01775",8.52588,6.34901,1.16263,0.195144373960803,-0.352604319018633,-0.0577716937440136
"x_01776",3.85178,-7.83404,-7.54569,0.0866326292202827,-0.681871450924675,-0.259940024964733
"x_01777",10.4385,-0.787638,-14.618,0.239546875667145,-0.518285439679068,-0.424127504360943
"x_01778",-9.45146,5.69323,-1.62463,-0.222209240466261,-0.367828604328305,-0.12247943333997
"x_01779",-12.3046,0.0456432,-14.7653,-0.288446419685569,-0.498940368569876,-0.427547153063427
"x_01780",-12.0375,5.35665,2.90229,-0.282245549567216,-0.375642490005711,-0.0173845514374107
"x_01781",13.2647,4.47106,-0.172528,0.305158628300947,-0.396201938033087,-0.088768104621886
"x_01782",7.16385,6.14359,7.99435,0.163524115153988,-0.357373254771954,0.10083035943814
"x_01783",-5.38113,7.36561,-5.51864,-0.127714340919893,-0.329003403397826,-0.212880969279944
"x_01784",2.50208,-5.80135,-15.2744,0.0552986179932486,-0.634681459607286,-0.439366183303986
"x_01785",-4.98364,-4.91858,13.8655,-0.11848639684148,-0.61418747939621,0.237132263576542
"x_01786",5.04682,6.45418,7.81273,0.114376125387397,-0.350162740919242,0.0966139534819618
"x_01787",15.4685,4.63429,9.20742,0.356321030273339,-0.392412465815121,0.128992431749897
"x_01788",14.8067,3.02837,-1.79188,0.340956987426743,-0.429694762110385,-0.126362232019471
"x_01789",-20.8312,1.53213,10.3757,-0.48639602339634,-0.464430778231255,0.156114680128292
"x_01790",2.1967,2.83073,21.9746,0.0482090570919286,-0.434283080980439,0.425389380299622
"x_01791",9.52229,-4.87063,-7.37583,0.218276567875546,-0.613074294363732,-0.255996633731849
"x_01792",17.7218,1.00963,17.2623,0.408632601361637,-0.476560896676928,0.315990802019151
"x_01793",-2.90587,5.92358,12.0166,-0.0702498490847973,-0.362480905220246,0.19420905593213
"x_01794",-8.87337,-6.07821,6.39624,-0.208788570280119,-0.641108913373543,0.0637293764922741
"x_01795",-14.6775,-4.53069,11.6437,-0.343534569082197,-0.60518240447967,0.185551981925639
"x_01796",-10.3671,5.98344,3.32671,-0.243466315401374,-0.361091223133819,-0.00753141292886968
"x_01797",4.84741,7.53819,-5.3165,0.109746715015624,-0.324996865902411,-0.208188180490263
"x_01798",-10.6485,0.633923,-15.5069,-0.249999167708766,-0.485283136697729,-0.44476379581809
"x_01799",7.56063,-6.76738,5.28405,0.172735576200638,-0.657108365486853,0.0379092876231958
"x_01800",-13.8791,-4.89503,10.6402,-0.324999283786454,-0.613640753483491,0.162255189848637
"x_01801",-4.57545,-5.07545,13.2239,-0.10901004650973,-0.617829300794436,0.222237174591386
"x_01802",11.3985,-3.2008,-8.11,0.26183379185441,-0.574308293054375,-0.273040785041437
"x_01803",7.23729,6.78455,2.0646,0.165229064242314,-0.342493023730923,-0.0368319752091926
"x_01804",5.49078,-7.38823,-0.588999,0.1246828955025,-0.671521732064836,-0.0984367028212889
"x_01805",8.81244,6.00962,-7.16931,0.201797018442701,-0.360483440356962,-0.251202160887063
"x_01806",-8.10917,-5.27057,-14.1113,-0.191047256373548,-0.622359116509497,-0.412364191410852
"x_01807",-12.0638,-5.34947,7.91463,-0.282856118208597,-0.624190822433638,0.0989796167730892
"x_01808",-10.1616,5.10507,-2.62328,-0.238695522405037,-0.381483054979036,-0.145663630059151
"x_01809",20.0965,1.30834,2.7641,0.463762538726117,-0.469626183412034,-0.0205927065914922
"x_01810",0.278605,6.89765,6.12144,0.00367945031670609,-0.33986734641761,0.0573497467336693
"x_01811",-1.62959,2.66508,22.1308,-0.0406203226353353,-0.438128734799627,0.429015647287592
"x_01812",-6.2748,7.06121,2.08802,-0.148461370491845,-0.336070213072205,-0.0362882673163741
"x_01813",-3.00536,7.98747,-6.9893,-0.0725595629300797,-0.314566589126771,-0.247023131946574
"x_01814",6.45729,-5.93794,-11.4536,0.147120944840161,-0.637852469901055,-0.350664256878668
"x_01815",9.30865,-6.23309,2.38427,0.213316800402371,-0.644704535851755,-0.0294106642742101
"x_01816",-9.60667,4.15696,-10.9786,-0.225812524071913,-0.403493938423108,-0.339636876473511
"x_01817",5.48928,-6.10955,-12.5632,0.124648072195957,-0.641836488324906,-0.376424217505116
"x_01818",15.2588,3.49464,16.872,0.351452732018684,-0.418870053349306,0.306929777656765
"x_01819",-1.41566,7.15291,5.07537,-0.0356538226562292,-0.333941348265567,0.0330646692169889
"x_01820",6.04968,-7.2414,1.78587,0.137658059520274,-0.668112994665069,-0.0433028420309391
"x_01821",19.9069,0.178952,1.86935,0.459360872779132,-0.495845533098392,-0.0413648089441548
"x_01822",7.14587,4.9339,15.1859,0.163106699786231,-0.385456858566301,0.26778605954911
"x_01823",-7.50228,6.25304,10.5242,-0.176957978701787,-0.354832314171229,0.159562187476009
"x_01824",10.6869,-5.66553,2.66221,0.2453136152306,-0.631528325277542,-0.0229581377272427
"x_01825",-4.28373,7.11673,5.18548,-0.102237609853325,-0.334781286419375,0.0356209320725929
"x_01826",-6.68681,6.92153,-4.64111,-0.15802640417759,-0.339312959377452,-0.192508638486391
"x_01827",0.87488,7.57697,3.33337,0.0175222950558331,-0.324096567350596,-0.00737679744782051
"x_01828",16.0535,4.14872,3.50269,0.369902119824955,-0.403685234453715,-0.0034459426052915
"x_01829",-12.1152,-1.47699,-10.8552,-0.284049396846123,-0.534289117020239,-0.336772079121939
"x_01830",4.25836,3.05325,21.3843,0.0960716025363436,-0.429117159532532,0.411685248398223
"x_01831",-11.2125,3.79871,18.4055,-0.263092730968785,-0.411810904802366,0.342530804712153
"x_01832",-11.0838,3.94714,-5.94805,-0.260104891267429,-0.408365022542287,-0.222849953321584
"x_01833",12.2556,5.22734,1.36108,0.281731829212854,-0.37864449118506,-0.0531645702884273
"x_01834",5.35877,-2.1248,21.7136,0.121618212371374,-0.549328374494482,0.419330124961209
"x_01835",-5.90729,6.63711,9.03491,-0.13992942823353,-0.345915922608684,0.124987519342121
"x_01836",1.83032,8.34445,-6.9273,0.0397033483912094,-0.306279106480385,-0.24558376860948
"x_01837",20.357,2.5911,9.54955,0.469810186295682,-0.439846220278308,0.136935163661511
"x_01838",13.6296,-4.08486,-0.210663,0.313629978005878,-0.594832221309078,-0.0896534291518874
"x_01839",-15.5621,-4.51914,8.60073,-0.364071033727255,-0.604914265019292,0.114907797185676
"x_01840",17.1633,3.35482,14.6137,0.395666723558942,-0.42211604982983,0.254502128879992
"x_01841",3.54626,6.96709,5.25929,0.0795398181436853,-0.338255259480065,0.0373344709098659
"x_01842",5.20802,4.23566,18.1744,0.118118470063842,-0.401666875606506,0.337165693950823
"x_01843",7.72485,1.86465,21.9597,0.176548031800922,-0.45671114763689,0.425043468787966
"x_01844",21.5043,0.101248,9.70681,0.496445372693234,-0.49764947323945,0.140586039119437
"x_01845",12.1914,4.73912,-1.53851,0.28024139169283,-0.389978780998547,-0.120480111233671
"x_01846",-17.0444,1.7593,17.5157,-0.398483425252655,-0.459156904533066,0.321873619271081
"x_01847",-10.6456,3.89881,-8.4921,-0.24993184264945,-0.40948702947909,-0.281911441994723
"x_01848",-1.0463,-4.71533,14.0477,-0.0270789316531787,-0.609468921359688,0.241362134544583
"x_01849",13.6514,-3.02925,-2.98685,0.31413607672763,-0.570325667562786,-0.154104103098947
"x_01850",11.2371,-4.46168,-3.75462,0.258086804070426,-0.603580300223334,-0.171928296475089
"x_01851",-0.540194,6.96406,5.95427,-0.0153294087324783,-0.338325602559281,0.0534688052971847
"x_01852",-20.8494,-1.11517,6.8076,-0.486818546182391,-0.52588927117141,0.0732793200785175
"x_01853",20.9705,-0.917709,4.73857,0.484052918671607,-0.521305107882604,0.0252456761212898
"x_01854",-12.8581,5.13933,4.01742,-0.301296219799789,-0.380687690657603,0.00850379111249114
"x_01855",5.50393,5.90805,10.1282,0.12498817982319,-0.36284144252065,0.150368834548762
"x_01856",13.294,1.45501,20.6755,0.305838843555413,-0.466221160498298,0.395230075279959
"x_01857",2.45244,7.45196,3.41236,0.0541461987020654,-0.326998741717857,-0.00554300212528705
"x_01858",-7.89838,-5.22242,-15.8983,-0.186153653182804,-0.62124128836948,-0.45385035727194
"x_01859",3.03266,6.627,7.26796,0.0676163179834981,-0.346150631694781,0.0839668250118193
"x_01860",10.4911,-2.866,-13.9562,0.240768012949905,-0.566535731034067,-0.408763461514347
"x_01861",-0.0815937,2.46206,22.4137,-0.0046827561808586,-0.442841953262479,0.435583322901527
"x_01862",-12.3109,3.65649,17.8101,-0.288592677573048,-0.415112618573359,0.328708273568509
"x_01863",6.1177,-7.24318,0.00458577,0.139237180394292,-0.668154318322167,-0.0846563132181353
"x_01864",-4.92991,5.56335,13.8166,-0.117239026001124,-0.37084383836414,0.235997023783253
"x_01865",9.76373,-3.14737,-14.3149,0.223881727296643,-0.573067886875328,-0.417090874885568
"x_01866",-19.4001,-1.90576,13.9389,-0.453172267400928,-0.544243243117754,0.23883628404336
"x_01867",-6.70802,4.36401,18.1633,-0.158518805732102,-0.398687161343344,0.336908001482407
"x_01868",-14.3227,3.18006,18.1214,-0.335297696307987,-0.42617319719742,0.335935270452984
"x_01869",9.50001,-3.82766,-13.4482,0.2177593256957,-0.588861185013906,-0.396969968365252
"x_01870",11.1228,1.9049,21.3795,0.25543326811188,-0.455776722244664,0.411573813817287
"x_01871",-1.37182,-8.4983,-2.8948,-0.0346360534836774,-0.697292603994001,-0.151967112854116
"x_01872",-5.97955,-2.79068,20.7356,-0.141606982987376,-0.564787136734874,0.396625329095432
"x_01873",-0.998094,-8.41328,-11.7471,-0.0259598034430502,-0.695318818979166,-0.357478017192171
"x_01874",18.9061,3.30062,11.5344,0.436126762653907,-0.423374331972903,0.183014523655568
"x_01875",13.9159,5.09153,6.53258,0.320276586447976,-0.381797393359428,0.0668945829016198
"x_01876",-10.5055,1.54899,21.859,-0.246679345818371,-0.464039364265716,0.422705664142072
"x_01877",-3.15898,-6.0578,9.74887,-0.0761259338307961,-0.640635084249186,0.141562484634892
"x_01878",11.4108,-5.3143,2.11887,0.26211934296806,-0.623374331972903,-0.0355720679784813
"x_01879",16.0649,3.54245,15.5766,0.370166776954678,-0.417760118492104,0.276856370126574
"x_01880",16.326,3.9652,2.84613,0.376228353846861,-0.407945749931514,-0.0186883360343657
"x_01881",7.16275,3.78578,19.0992,0.163498578062524,-0.412111081704763,0.358635423211222
"x_01882",-5.20948,7.43817,-5.56838,-0.123729393874534,-0.327318883982672,-0.214035710124897
"x_01883",16.0761,1.6873,18.4003,0.370426790976863,-0.460828423247111,0.342410083916139
"x_01884",6.00354,-6.65052,8.42408,0.136586894611023,-0.654395397751807,0.110806772451842
"x_01885",3.758,6.37736,8.47466,0.0844554760952391,-0.351946158524978,0.111981014348458
"x_01886",-18.8345,2.61077,3.83066,-0.440041559280597,-0.439389570651846,0.00416805729256013
"x_01887",12.0138,-1.24439,-13.0662,0.276118312198186,-0.528889182952366,-0.388101632965736
"x_01888",-4.42043,7.4499,0.81979,-0.10541117385624,-0.327046565725509,-0.0657309086873909
"x_01889",-6.27764,-6.93363,-9.80606,-0.148527302618899,-0.660967948628658,-0.312415729904535
"x_01890",-8.18047,6.37928,-0.612268,-0.192702524211206,-0.351901584692603,-0.0989769051679154
"x_01891",10.88,2.61098,20.7622,0.249796535559517,-0.43938469538893,0.397242862398121
"x_01892",5.62779,2.85406,21.3877,0.127863656322101,-0.433741462486013,0.411764181226386
"x_01893",-11.0922,4.15167,17.2903,-0.260299901784068,-0.403616748617515,0.316640837074613
"x_01894",16.8622,4.27145,6.30935,0.388676525158957,-0.400835991512399,0.0617121784219496
"x_01895",0.888693,3.35991,21.2197,0.0178429712780151,-0.421997882742962,0.407863970893615
"x_01896",18.7792,-3.20904,8.44376,0.433180710920403,-0.574499589084983,0.111263654233681
"x_01897",-7.43209,-2.91238,-15.9873,-0.175328480110971,-0.567612467672364,-0.455916540126801
"x_01898",-5.79116,-6.53495,6.53789,-0.137233407841002,-0.651712378060388,0.0670178574067806
"x_01899",-12.8905,-5.23148,8.88513,-0.30204840322111,-0.621451621140997,0.121510296106153
"x_01900",-4.11906,-7.05501,5.17203,-0.0984147072610776,-0.663785850594086,0.0353086830905942
"x_01901",-9.87688,3.77792,19.5013,-0.232085594512497,-0.412293555831047,0.367970390918409
"x_01902",1.18209,-3.57707,17.6745,0.0246543403911351,-0.583043603422899,0.325560246657058
"x_01903",10.2445,-4.4176,-6.99025,0.235043061354301,-0.602556959321735,-0.247045186707384
"x_01904",20.5016,2.6122,6.80393,0.473167153046389,-0.439356372432942,0.0731941190551766
"x_01905",-18.6925,-0.250063,16.6302,-0.436744952927897,-0.505805347002642,0.301316260642098
"x_01906",-12.5897,0.503235,-8.74382,-0.295065169482433,-0.488317128888022,-0.287755257143326
"x_01907",-1.9433,-4.71207,14.0289,-0.0479032689656552,-0.609393238706802,0.240925682435916
"x_01908",-1.94034,-5.06354,13.1338,-0.0478345509740778,-0.617552803740487,0.22014545464506
"x_01909",-3.36887,2.51466,22.0365,-0.0809986430376141,-0.441620815979719,0.426826422082947
"x_01910",-12.6035,-2.02688,20.1433,-0.295385543902625,-0.547055109043381,0.382874766118643
"x_01911",-12.1835,-2.53269,-6.24338,-0.285635018070696,-0.558797760164923,-0.229706198069068
"x_01912",-6.14568,-6.31894,-13.605,-0.145463780264657,-0.646697589762877,-0.400610164675839
"x_01913",0.193367,8.47182,-0.888539,0.00170060431465383,-0.303322143444164,-0.10539068498247
"x_01914",0.996786,-7.52133,3.88625,0.0203524083940881,-0.67461172013205,0.00545860903302899
"x_01915",-12.655,5.41033,6.65502,-0.296581144093921,-0.37439627994224,0.069737093337004
"x_01916",-12.7181,-5.13338,7.31206,-0.29804604452248,-0.619174176893111,0.0849906302241718
"x_01917",13.0848,5.01605,1.7751,0.300982153069605,-0.383549702144651,-0.043552873371915
"x_01918",-3.5246,8.04213,-3.04302,-0.0846139987228671,-0.313297627836358,-0.155408119851279
"x_01919",-11.878,2.08434,-10.5206,-0.278542671304853,-0.451610926160661,-0.329004160209169
"x_01920",-2.54427,-5.70904,11.202,-0.0618551106542606,-0.632538433322654,0.175297678925727
"x_01921",-3.20737,-5.61495,11.4852,-0.0772493336998605,-0.630354083380925,0.18187231920097
"x_01922",2.26926,-7.99665,0.585703,0.0498935765070828,-0.68564652950927,-0.0711653642598164
"x_01923",12.817,4.88996,12.1198,0.294765032074865,-0.386476949292623,0.196604899422261
"x_01924",8.32394,6.38899,4.19091,0.19045622827866,-0.351676161821584,0.0125314547472086
"x_01925",-10.6113,2.81395,20.7017,-0.249135549706509,-0.434672637702962,0.395838322367569
